,BLTA,US,Equity,,,
BLTA,05/29/1998,28.6875,28.6875,28,28.1875,38900
BLTA,06/01/1998,28.1875,28.25,28.0625,28.25,12300
BLTA,06/02/1998,28.4375,28.875,28.375,28.8125,21700
BLTA,06/03/1998,28.75,28.8125,28.75,28.75,4000
BLTA,06/04/1998,28.875,28.875,28.25,28.4375,5300
BLTA,06/05/1998,28.5,28.5,28.375,28.4375,4800
BLTA,06/08/1998,28.3125,28.625,28.3125,28.5625,24000
BLTA,06/09/1998,28.5625,28.5625,28.1875,28.5,24400
BLTA,06/10/1998,28,28.0625,27.625,27.75,18000
BLTA,06/11/1998,27.6875,28,27.6875,27.6875,34000
BLTA,06/12/1998,27.625,27.625,27.125,27.125,20900
BLTA,06/15/1998,27,27,26.625,26.625,13800
BLTA,06/16/1998,26.6875,26.8125,26.625,26.75,35800
BLTA,06/17/1998,26.8125,26.875,26.75,26.875,29500
BLTA,06/18/1998,26.6875,26.75,26.5,26.625,29500
BLTA,06/19/1998,26.5625,27.25,26.5,27.125,25400
BLTA,06/22/1998,27.25,27.75,27.25,27.5625,8100
BLTA,06/23/1998,27.6875,28.125,27.625,27.9375,28000
BLTA,06/24/1998,28,28,27.6875,27.6875,33700
BLTA,06/25/1998,27.875,28.1875,27.75,27.875,16000
BLTA,06/26/1998,27.875,28.0625,27.8125,28,9500
BLTA,06/29/1998,28.3125,28.4375,28.1875,28.4375,14300
BLTA,06/30/1998,28.625,28.9375,28.5,28.5,44500
BLTA,07/01/1998,28.0625,28.875,28.0625,28.5,55800
BLTA,07/02/1998,28.75,28.9375,28.5625,28.9375,35700
BLTA,07/06/1998,28.9375,29.5,28.875,29.25,50100
BLTA,07/07/1998,29,29.0625,29,29.0625,46700
BLTA,07/08/1998,29.1875,29.25,28.6875,29.1875,45300
BLTA,07/09/1998,29.1875,29.1875,28.75,28.9375,19600
BLTA,07/10/1998,29,29,28.5625,28.875,20000
BLTA,07/13/1998,28.9375,29.0625,28.5,28.75,19700
BLTA,07/14/1998,28.5,28.6875,28,28,21700
BLTA,07/15/1998,28,28,27.75,27.875,49200
BLTA,07/16/1998,27.9375,28,27.6875,27.9375,45700
BLTA,07/17/1998,28,28.4375,27.875,28.4375,13500
BLTA,07/20/1998,28.5,28.75,28.1875,28.375,16400
BLTA,07/21/1998,28.5,28.9375,28.4375,28.4375,26200
BLTA,07/22/1998,28.1875,28.1875,27.4688,27.4688,22000
BLTA,07/23/1998,27.3125,27.5,27.0625,27.0625,14900
BLTA,07/24/1998,27.1875,27.1875,27,27.0625,9800
BLTA,07/27/1998,27,27,26.8125,26.875,33100
BLTA,07/28/1998,26.75,26.75,26.4375,26.4375,55800
BLTA,07/29/1998,26.125,26.375,26.125,26.3125,38900
BLTA,07/30/1998,26.5,26.9375,26.5,26.9375,31600
BLTA,07/31/1998,26.875,27.375,26.625,26.625,27200
BLTA,08/03/1998,26.625,26.75,26.3125,26.3125,15600
BLTA,08/04/1998,26.3125,26.3125,26.25,26.25,31800
BLTA,08/05/1998,26.25,26.25,25.8125,26.125,36100
BLTA,08/06/1998,26.125,26.4375,25.875,26.4375,30400
BLTA,08/07/1998,26.5,27.875,26.5,27.3125,36900
BLTA,08/10/1998,27.25,27.25,26.9375,26.9375,10500
BLTA,08/11/1998,26.6875,26.6875,26.0625,26.0625,25100
BLTA,08/12/1998,26.1875,27,26.1875,26.625,31400
BLTA,08/13/1998,26.6875,26.6875,26.0625,26.625,25500
BLTA,08/14/1998,26.625,27,26.5625,26.6875,24300
BLTA,08/17/1998,26.5625,27.125,26.4375,27.125,20600
BLTA,08/18/1998,27.5,28.25,27.5,28.25,43700
BLTA,08/19/1998,28.25,28.25,28,28,18600
BLTA,08/20/1998,27.875,27.9375,27.75,27.8125,23000
BLTA,08/21/1998,27.8125,27.8125,27,27.3125,24900
BLTA,08/24/1998,27.5,27.5,26.625,26.625,31100
BLTA,08/25/1998,26.5625,27.375,26.5625,27.125,23200
BLTA,08/26/1998,27.0625,27.0625,27,27,9900
BLTA,08/27/1998,26.75,26.75,26.375,26.375,18300
BLTA,08/28/1998,26.3125,26.375,25.3438,25.4375,62800
BLTA,08/31/1998,25.3125,25.3125,23.75,23.75,37100
BLTA,09/01/1998,23.625,23.75,22.875,23.5,96100
BLTA,09/02/1998,23.625,24.625,23.625,24.375,48100
BLTA,09/03/1998,24.3125,24.3125,23.625,23.6875,51800
BLTA,09/04/1998,23.6875,23.6875,23.1875,23.3125,11400
BLTA,09/08/1998,23.5,24,23.3125,23.875,79700
BLTA,09/09/1998,23.875,23.875,21.375,21.4375,221100
BLTA,09/10/1998,21.25,21.25,19.9375,20.625,78700
BLTA,09/11/1998,20.5625,23.5625,20.5625,23.5625,57500
BLTA,09/14/1998,23.5625,24.375,23.5625,24.3125,23600
BLTA,09/15/1998,24.1875,24.1875,23.625,24.1875,33800
BLTA,09/16/1998,24.125,24.125,23.75,23.875,19300
BLTA,09/17/1998,23.6875,23.875,23.5625,23.625,58000
BLTA,09/18/1998,24.25,24.25,23.25,24.0625,40100
BLTA,09/21/1998,23.875,24.5625,23.5,24.5,15500
BLTA,09/22/1998,24.5,24.5,23.5625,23.625,33900
BLTA,09/23/1998,23.5,23.9375,23.4375,23.9375,43000
BLTA,09/24/1998,24,24.125,23.625,23.625,43400
BLTA,09/25/1998,23.625,23.625,23.4375,23.5,5900
BLTA,09/28/1998,23.75,23.8125,23.5625,23.625,22200
BLTA,09/29/1998,23.875,24.25,23.25,23.25,27700
BLTA,09/30/1998,23.3125,23.75,23.1875,23.75,19200
BLTA,10/01/1998,23.6875,23.875,23.4375,23.5,12200
BLTA,10/02/1998,23.3125,24.125,23.3125,24.125,20100
BLTA,10/05/1998,24.125,24.125,23.25,23.25,32600
BLTA,10/06/1998,23.125,23.125,22.8125,23,26600
BLTA,10/07/1998,22.875,22.875,22.5625,22.6875,10700
BLTA,10/08/1998,22.5,22.5,22,22.3125,35700
BLTA,10/09/1998,22.3125,22.6875,22.125,22.3125,30400
BLTA,10/12/1998,22.125,22.1875,22,22,10000
BLTA,10/13/1998,22,22.625,22,22.1875,28800
BLTA,10/14/1998,22.25,22.25,22,22,16900
BLTA,10/15/1998,21.8125,21.875,21.625,21.75,27400
BLTA,10/16/1998,21.75,21.75,21.25,21.25,52600
BLTA,10/19/1998,21.3125,21.3125,21.125,21.125,34100
BLTA,10/20/1998,21.1875,22.1875,21.1875,22.1875,53900
BLTA,10/21/1998,22.1875,22.75,22.1875,22.75,18100
BLTA,10/22/1998,23,23.3125,22.8125,23.3125,42400
BLTA,10/23/1998,23.5,23.8125,23.3125,23.3125,67500
BLTA,10/26/1998,23.5625,23.6875,23.125,23.1875,19700
BLTA,10/27/1998,23.25,23.25,22.3125,22.3125,23700
BLTA,10/28/1998,22.3125,22.3125,22.0625,22.0625,17600
BLTA,10/29/1998,21.8125,22.125,21.75,21.875,9200
BLTA,10/30/1998,21.75,22.125,21.75,21.9375,25900
BLTA,11/02/1998,21.875,22.6875,21.875,22.625,25200
BLTA,11/03/1998,22.75,23,22.75,23,7000
BLTA,11/04/1998,23.1875,23.3125,23,23,13000
BLTA,11/05/1998,23.375,23.75,23,23.0625,49000
BLTA,11/06/1998,23,23.625,23,23.25,18400
BLTA,11/09/1998,23.375,23.5625,23,23,22400
BLTA,11/10/1998,23,23,22.5,22.75,30200
BLTA,11/11/1998,22.875,23.25,22.875,23.1875,11400
BLTA,11/12/1998,23.0625,23.0625,22.6875,22.9375,14800
BLTA,11/13/1998,23,23,22.75,22.75,3900
BLTA,11/16/1998,22.875,23.0625,22.875,23,16100
BLTA,11/17/1998,23.0625,23.3125,22.75,23.125,25300
BLTA,11/18/1998,23.125,23.25,23.125,23.1875,3400
BLTA,11/19/1998,23.1875,23.4375,23.1875,23.4375,12300
BLTA,11/20/1998,23.0625,23.3125,23,23.3125,30300
BLTA,11/23/1998,23.4375,23.5625,23,23.1875,27300
BLTA,11/24/1998,23.1875,23.4375,23.125,23.125,37300
BLTA,11/25/1998,23.25,23.375,23.125,23.125,8200
BLTA,11/27/1998,23.1875,23.1875,23.125,23.125,800
BLTA,11/30/1998,23.0625,23.125,22.75,23.125,35300
BLTA,12/01/1998,22.875,23.3125,22.75,23.125,19000
BLTA,12/02/1998,23.0625,23.1875,22.875,22.875,24200
BLTA,12/03/1998,23,23.125,22.5,22.9375,21500
BLTA,12/04/1998,22.875,23.4375,22.875,23.4375,8700
BLTA,12/07/1998,23.3125,23.3125,23.0625,23.0625,5000
BLTA,12/08/1998,23,23,22.5625,22.5625,11500
BLTA,12/09/1998,22.625,23,22.5625,22.875,12600
BLTA,12/10/1998,22.6875,22.75,22,22,8700
BLTA,12/11/1998,22.125,22.1875,22,22.125,48300
BLTA,12/14/1998,22,22.3125,21.875,22.25,7900
BLTA,12/15/1998,22.125,22.125,21.6875,22,37900
BLTA,12/16/1998,21.875,21.875,21.25,21.25,10800
BLTA,12/17/1998,21.25,21.375,21.125,21.3125,25900
BLTA,12/18/1998,21.3125,21.3125,20.75,20.75,19700
BLTA,12/21/1998,20.5625,20.5625,19.75,19.8125,42400
BLTA,12/22/1998,19.8125,19.8125,18.9375,19.75,78600
BLTA,12/23/1998,19.75,21,19.6875,21,43200
BLTA,12/24/1998,21,21.4375,21,21.25,28600
BLTA,12/28/1998,21.25,21.9375,21.25,21.75,27700
BLTA,12/29/1998,21.75,22.0625,21.75,22,45800
BLTA,12/30/1998,22.0625,24.0625,22,23.875,76100
BLTA,12/31/1998,23.9375,24.9375,23.875,24.9375,46800
BLTA,01/04/1999,25.0625,25.25,24.75,24.8125,44000
BLTA,01/05/1999,24.8125,24.8125,24.125,24.3125,26800
BLTA,01/06/1999,24.5,24.5,24.0625,24.0625,27700
BLTA,01/07/1999,24.0625,24.625,23.875,23.9375,55400
BLTA,01/08/1999,24.0625,26.3125,24.0625,25.875,92900
BLTA,01/11/1999,26.125,26.875,26.125,26.875,74500
BLTA,01/12/1999,26.875,28,26.3125,27.3125,75500
BLTA,01/13/1999,27.3125,27.3125,26,26.125,60400
BLTA,01/14/1999,26.25,26.5625,24.875,24.875,41100
BLTA,01/15/1999,24.875,25.875,24.875,25.75,48600
BLTA,01/19/1999,25.75,25.75,25.5625,25.6875,16700
BLTA,01/20/1999,25.6875,25.75,25.25,25.6875,21400
BLTA,01/21/1999,25.6875,26.3125,25.5,25.5,73300
BLTA,01/22/1999,25.375,25.625,25.125,25.625,23000
BLTA,01/25/1999,25.5625,26.25,25.125,25.25,44400
BLTA,01/26/1999,25.5,25.8125,25.5,25.6875,28800
BLTA,01/27/1999,25.875,25.875,25.4375,25.4375,24900
BLTA,01/28/1999,25.625,26.25,25.5,25.875,56600
BLTA,01/29/1999,25.75,26.125,25.375,25.75,23600
BLTA,02/01/1999,25.875,26,25.3125,25.5,30400
BLTA,02/02/1999,25.125,25.6875,24.8125,25.625,36900
BLTA,02/03/1999,25.5625,25.5625,25.0625,25.0625,19800
BLTA,02/04/1999,25.0625,25.0625,24.625,24.8125,31100
BLTA,02/05/1999,24.8125,24.8125,24.5,24.5,29100
BLTA,02/08/1999,24.8125,25.25,24.75,24.75,18800
BLTA,02/09/1999,25,25.25,24.875,24.875,66700
BLTA,02/10/1999,24.875,27,24.75,26,158200
BLTA,02/11/1999,26.0625,26.0625,25.75,25.875,57000
BLTA,02/12/1999,25.8125,26,25.75,25.75,132500
BLTA,02/16/1999,25.75,25.9375,25.125,25.1875,69800
BLTA,02/17/1999,25,25.8125,25,25.5625,52500
BLTA,02/18/1999,25.6875,25.875,25.5625,25.8125,27700
BLTA,02/19/1999,25.8125,25.9375,25.8125,25.875,51000
BLTA,02/22/1999,25.875,28.25,25.75,27.4375,92700
BLTA,02/23/1999,27.4375,27.4375,27.0625,27.1875,63700
BLTA,02/24/1999,27,27,26.3125,26.5,42500
BLTA,02/25/1999,26.25,26.375,25.5,26.0625,32500
BLTA,02/26/1999,26.0625,26.0625,25.8125,25.8125,24100
BLTA,03/01/1999,26,26.5,25.75,26.4375,48000
BLTA,03/02/1999,26.4375,26.5,26,26.125,36100
BLTA,03/03/1999,26.25,27,25.875,26.9375,96700
BLTA,03/04/1999,26.9375,26.9375,26.625,26.8125,32300
BLTA,03/05/1999,27,27.75,26.5625,27,110600
BLTA,03/08/1999,27,27.25,26.8125,26.9375,45900
BLTA,03/09/1999,27,27,26.1875,26.4375,43400
BLTA,03/10/1999,26.6875,27,26.6875,27,15000
BLTA,03/11/1999,27,27.75,26.875,27.6875,77800
BLTA,03/12/1999,27.8125,28.125,27.6875,27.9375,67200
BLTA,03/15/1999,28,28.1875,27.875,28.125,35400
BLTA,03/16/1999,27.875,27.9375,27.75,27.75,64800
BLTA,03/17/1999,27.625,27.625,27.125,27.125,14900
BLTA,03/18/1999,27.25,27.25,26.75,26.75,29600
BLTA,03/19/1999,26.75,27.3125,26.5,26.5625,40900
BLTA,03/22/1999,26.8125,26.9375,26.375,26.875,53400
BLTA,03/23/1999,26.75,26.9375,26.5,26.9375,32300
BLTA,03/24/1999,27,27.8125,26.625,27.5,68900
BLTA,03/25/1999,27.625,28.125,27.375,28,111300
BLTA,03/26/1999,28.1875,28.25,27.875,27.875,31500
BLTA,03/29/1999,28,28,26,27.3125,145400
BLTA,03/30/1999,27.5625,29.625,27.5625,29.5,123900
BLTA,03/31/1999,29.5,29.5,27.375,28.875,267400
BLTA,04/01/1999,28.625,28.75,27.8125,27.9375,40200
BLTA,04/05/1999,28.125,28.125,27.875,28,50800
BLTA,04/06/1999,27.875,28,27.5,27.5625,44600
BLTA,04/07/1999,27.6875,27.6875,27.25,27.375,81300
BLTA,04/08/1999,27.5,27.6875,27.0625,27.125,60100
BLTA,04/09/1999,27.0625,28,26.8125,27.75,180800
BLTA,04/12/1999,27.625,27.75,27.4375,27.75,60200
BLTA,04/13/1999,27.75,27.75,27,27.6875,88600
BLTA,04/14/1999,27.5625,27.6875,27.1875,27.5,141100
BLTA,04/15/1999,27.25,27.875,26.0625,27.875,84100
BLTA,04/16/1999,27.5625,27.6875,27.125,27.6875,76000
BLTA,04/19/1999,27.625,28.25,27.5,28.125,294000
BLTA,04/20/1999,28,28.0625,27.625,27.9375,133900
BLTA,04/21/1999,27.9375,28,27.875,27.9375,94200
BLTA,04/22/1999,27.9375,28.125,27.9375,28.0625,132200
BLTA,04/23/1999,28,28.1875,28,28.1875,79700
BLTA,04/26/1999,28.1875,28.1875,28.0625,28.0625,25700
BLTA,04/27/1999,28.0625,28.125,28,28,59700
BLTA,04/28/1999,28,28.125,27.8125,27.875,56400
BLTA,04/29/1999,27.8125,27.9375,27.8125,27.9375,28600
BLTA,04/30/1999,27.875,27.9375,27.875,27.875,8600
BLTA,05/03/1999,27.9375,28,27.8125,27.875,35700
BLTA,05/04/1999,27.875,27.9375,27.75,27.8125,23800
BLTA,05/05/1999,27.75,27.8125,27.75,27.8125,49900
BLTA,05/06/1999,27.75,27.9375,27.75,27.875,81000
BLTA,05/07/1999,27.9375,27.9375,27.8125,27.875,21600
BLTA,05/10/1999,27.8125,27.875,27.75,27.8125,44200
BLTA,05/11/1999,27.8125,27.9375,27.8125,27.875,63500
BLTA,05/12/1999,27.8125,27.8125,27.75,27.8125,52000
BLTA,05/13/1999,27.8125,27.8125,27.75,27.8125,45500
BLTA,05/14/1999,27.75,27.8125,27.75,27.8125,21400
BLTA,05/17/1999,27.75,27.75,27.5625,27.625,49700
BLTA,05/18/1999,27.5625,27.6875,27.5625,27.625,31900
BLTA,05/19/1999,27.5625,27.75,27.5625,27.625,12100
BLTA,05/20/1999,27.625,27.6875,27.5625,27.5625,30000
BLTA,05/21/1999,27.5625,27.6875,27.5,27.625,33300
BLTA,05/24/1999,27.6875,27.6875,27.375,27.4375,46300
BLTA,05/25/1999,27.4375,27.5,27.25,27.4375,57300
BLTA,05/26/1999,27.5,27.9375,27.4375,27.9375,11300
BLTA,05/27/1999,27.875,27.9375,27.5625,27.8125,15000
BLTA,05/28/1999,27.75,27.9375,27.75,27.875,29700
BLTA,06/01/1999,27.875,28,27.8125,28,14300
BLTA,06/02/1999,27.9375,28,27.9375,28,32200
BLTA,06/03/1999,28,28,27.8125,27.875,54700
BLTA,06/04/1999,27.8125,27.875,27.75,27.875,11100
BLTA,06/07/1999,27.8125,27.9375,27.75,27.8125,19300
BLTA,06/08/1999,27.75,27.75,27.5,27.6875,12400
BLTA,06/09/1999,27.625,27.8125,27.625,27.8125,4700
BLTA,06/10/1999,27.625,27.6875,27.625,27.6875,23900
BLTA,06/11/1999,27.875,27.875,27.6875,27.75,34100
BLTA,06/14/1999,27.75,27.875,27.5,27.75,20600
BLTA,06/15/1999,27.8125,27.8125,27.75,27.75,20700
BLTA,06/16/1999,27.75,27.8125,27.625,27.625,23000
BLTA,06/17/1999,27.6875,27.6875,27.5,27.625,17500
BLTA,06/18/1999,27.75,28,27.625,28,105700
BLTA,06/21/1999,28,28.125,27.875,28,31200
BLTA,06/22/1999,28,28,27.9375,28,9000
BLTA,06/23/1999,27.9375,28,27.9375,27.9375,10900
BLTA,06/24/1999,28,28,27.3125,27.5625,29800
BLTA,06/25/1999,27.5625,27.625,27.5,27.5625,11100
BLTA,06/28/1999,27.625,27.625,27.375,27.375,13700
BLTA,06/29/1999,27.375,27.375,27.25,27.3125,23800
BLTA,06/30/1999,27.3125,27.375,27.1875,27.1875,63700
BLTA,07/01/1999,27.25,27.25,27.1875,27.1875,42900
BLTA,07/02/1999,27.1875,27.25,27.1875,27.25,29800
BLTA,07/06/1999,27.25,27.3125,27.125,27.1875,46100
BLTA,07/07/1999,27.1875,27.1875,27.125,27.125,28300
BLTA,07/08/1999,27.0625,27.25,27.0625,27.0625,46600
BLTA,07/09/1999,27.0625,27.0625,26.9375,27,36600
BLTA,07/12/1999,27,27,26.8125,26.8125,67200
BLTA,07/13/1999,26.8125,26.8125,26.625,26.625,16300
BLTA,07/14/1999,26.625,26.625,26.375,26.375,94300
BLTA,07/15/1999,26.375,26.5,25.5,26.5,224400
BLTA,07/16/1999,26.625,27.4375,26.625,27.4375,101700
BLTA,07/19/1999,27.4375,27.5,27.3125,27.3125,48600
BLTA,07/20/1999,27.375,27.375,27.3125,27.375,10600
BLTA,07/21/1999,27.375,27.5625,27.375,27.5625,54300
BLTA,07/22/1999,27.5625,27.5625,27.5,27.5625,28900
BLTA,07/23/1999,27.5625,27.8125,27.5,27.8125,21200
BLTA,07/26/1999,27.75,27.8125,27.75,27.8125,16200
BLTA,07/27/1999,27.8125,28,27.8125,27.9375,223000
BLTA,07/28/1999,28,28.25,27.875,28.125,41800
BLTA,07/29/1999,28.125,28.375,28.0625,28.125,20000
BLTA,07/30/1999,28.125,28.25,28.0625,28.25,11200
BLTA,08/02/1999,28.1875,28.75,28.1875,28.375,98100
BLTA,08/03/1999,28.5,28.875,28.25,28.25,59500
BLTA,08/04/1999,28.1875,28.1875,28,28.0625,55300
BLTA,08/05/1999,28,28.0625,27.375,27.6875,77500
BLTA,08/06/1999,27.6875,27.6875,27.375,27.5,51800
BLTA,08/09/1999,27.5625,27.625,27.125,27.1875,55000
BLTA,08/10/1999,27.25,27.375,26.8125,26.9375,98000
BLTA,08/11/1999,27,28.75,27,28.75,225500
BLTA,08/12/1999,28.75,28.75,28.375,28.5,22900
BLTA,08/13/1999,28.625,29.25,28.625,28.875,150600
BLTA,08/16/1999,28.8125,29.6875,28.75,29.6875,79100
BLTA,08/17/1999,29.625,29.6875,29.5625,29.625,102100
BLTA,08/18/1999,29.625,29.75,29.625,29.6875,270100
BLTA,08/19/1999,29.6875,29.9375,29.5625,29.9375,53200
