,JASA,US,Equity,,,
JASA,04/10/2002,16.4,16.95,16.3,16.95,64300
JASA,04/11/2002,17.3,19.2,17.3,19.2,176100
JASA,04/12/2002,19.05,19.95,19.05,19.71,223000
JASA,04/15/2002,19.61,20.45,19.61,20,165400
JASA,04/16/2002,20.18,20.55,20.05,20.3,87500
JASA,04/17/2002,20.18,20.5,20.15,20.34,87200
JASA,04/18/2002,20.4,20.49,18.05,18.9,116600
JASA,04/19/2002,18.65,18.65,17.65,18.4,146300
JASA,04/22/2002,18.65,19.03,18.4,18.4,88400
JASA,04/23/2002,18.4,18.55,18.36,18.37,33800
JASA,04/24/2002,18.12,18.47,18.1,18.35,45000
JASA,04/25/2002,18.25,18.5,18.25,18.26,45300
JASA,04/26/2002,18.3,18.34,17.88,17.88,127000
JASA,04/29/2002,17.88,19.2,17.87,18.55,85100
JASA,04/30/2002,18.4,19.38,18.4,19.38,80500
JASA,05/01/2002,19.4,19.85,19.4,19.52,60600
JASA,05/02/2002,19.4,19.82,19.4,19.62,47100
JASA,05/03/2002,19.75,20.15,19.5,19.86,47500
JASA,05/06/2002,20.25,21.28,19.9,20.8,116800
JASA,05/07/2002,20.95,21.3,20.65,20.7,43900
JASA,05/08/2002,20.8,21.2,20.6,20.99,41000
JASA,05/09/2002,22,24.05,22,23.12,332800
JASA,05/10/2002,23.37,25,23.23,24.39,151400
JASA,05/13/2002,24.64,25.18,24.05,24.35,119300
JASA,05/14/2002,24.1,24.69,24.01,24.5,97000
JASA,05/15/2002,24.7,24.7,23.45,23.6,45800
JASA,05/16/2002,23.4,23.84,22.35,23.35,161000
JASA,05/17/2002,23.1,24.3,23,23,46400
JASA,05/20/2002,23.2,24.45,23.05,24.25,99900
JASA,05/21/2002,24.7,24.7,23.5,23.57,95500
JASA,05/22/2002,23.57,23.57,22.59,23.1,92600
JASA,05/23/2002,23.2,23.25,22.61,22.95,50400
JASA,05/24/2002,22,22,21,21.54,183500
JASA,05/28/2002,21.3,21.38,20.9,21.18,150200
JASA,05/29/2002,21.18,22.7,21.18,22.7,113200
JASA,05/30/2002,22.85,22.85,22.36,22.48,46800
JASA,05/31/2002,22.7,23.3,22.61,23.11,81600
JASA,06/03/2002,22.71,23.34,22.71,23,58500
JASA,06/04/2002,23.25,23.25,22.8,22.9,36300
JASA,06/05/2002,22.9,23.59,22.85,23.51,53400
JASA,06/06/2002,23.52,23.54,23.12,23.23,30900
JASA,06/07/2002,23.24,23.9,22.9,23.75,46700
JASA,06/10/2002,24.25,25,24.19,24.47,99200
JASA,06/11/2002,24.65,24.87,24.5,24.6,96300
JASA,06/12/2002,24.75,25.1,24.55,25,84700
JASA,06/13/2002,24.95,27.11,24.95,26.96,337500
JASA,06/14/2002,27,27.9,26.2,27.05,125700
JASA,06/17/2002,26.8,28,26.8,27.4,156100
JASA,06/18/2002,27.15,27.65,27.15,27.27,57800
JASA,06/19/2002,27.5,27.5,25.25,25.25,115500
JASA,06/20/2002,25.6,26.3,25.55,25.9,88300
JASA,06/21/2002,26.05,27.15,25.8,27.15,93600
JASA,06/24/2002,27.2,27.55,27.2,27.38,56000
JASA,06/25/2002,27.6,28.34,27.35,28.31,143300
JASA,06/26/2002,28.08,28.3,27.55,28.15,135400
JASA,06/27/2002,28.15,29.25,27.84,29.25,173800
JASA,06/28/2002,29,29.2,28.31,29.2,783200
JASA,07/01/2002,29.1,29.11,27.6,27.83,192600
JASA,07/02/2002,27.5,27.5,26.2,26.5,119400
JASA,07/03/2002,26.65,26.94,25,25.71,100500
JASA,07/05/2002,25.9,26.55,25.9,26.55,45600
JASA,07/08/2002,26.55,26.55,26.02,26.36,120400
JASA,07/09/2002,26.28,27.1,26.28,26.84,112000
JASA,07/10/2002,26.3,26.9,26.3,26.62,107800
JASA,07/11/2002,27,27.74,26.26,26.8,100900
JASA,07/12/2002,26.9,27.51,26.85,27.2,70000
JASA,07/15/2002,27.45,27.47,26.3,26.75,80100
JASA,07/16/2002,26.95,27.05,25.4,25.45,99600
JASA,07/17/2002,25.45,26.12,23.18,23.49,203500
JASA,07/18/2002,23.2,23.7,22.5,23.3,124700
JASA,07/19/2002,23.05,23.05,21.6,22.6,193300
JASA,07/22/2002,22.35,22.35,19,19.15,245200
JASA,07/23/2002,19.35,20.7,19.35,20.4,175000
JASA,07/24/2002,20.15,22.95,19.77,22.8,182500
JASA,07/25/2002,23.05,23.8,22.6,23.56,59000
JASA,07/26/2002,23.81,24.69,23.7,24.45,69100
JASA,07/29/2002,24.9,28,24.9,27.6,172600
JASA,07/30/2002,27.85,27.85,26.3,27.15,102700
JASA,07/31/2002,27.05,27.1,25.81,25.92,86000
JASA,08/01/2002,25.93,26.35,25.72,25.91,53100
JASA,08/02/2002,25.99,25.99,23.85,23.9,92600
JASA,08/05/2002,23.9,24.2,23.5,23.5,108400
JASA,08/06/2002,23.75,24.79,23.75,24.7,78200
JASA,08/07/2002,25.2,27.49,24.8,27,140000
JASA,08/08/2002,27.5,27.99,27.35,27.61,105500
JASA,08/09/2002,27.49,27.55,26.7,26.92,67500
JASA,08/12/2002,25.5,26.08,25.5,26,72900
JASA,08/13/2002,25.8,26.49,25.78,26.15,41000
JASA,08/14/2002,26.05,27.89,26.05,27.6,89700
JASA,08/15/2002,27.98,29.95,27.97,29.7,270600
JASA,08/16/2002,29.7,29.72,29,29.7,133200
JASA,08/19/2002,29.85,32.35,29.58,31.6,324900
JASA,08/20/2002,31.61,31.93,30.8,31.6,294400
JASA,08/21/2002,31.6,31.65,31.02,31.25,265600
JASA,08/22/2002,31.26,31.26,29.45,29.5,122900
JASA,08/23/2002,29.5,29.5,27.56,27.96,268400
JASA,08/26/2002,28.3,29.84,28.3,29.64,239800
JASA,08/27/2002,29.64,30.36,29.3,29.71,193800
JASA,08/28/2002,29.71,30.05,28.15,28.5,166600
JASA,08/29/2002,28.75,30.75,28.75,29.97,273000
JASA,08/30/2002,30,30.99,29.99,30,152500
JASA,09/03/2002,29.5,29.8,28.28,28.29,109400
JASA,09/04/2002,28.29,30.35,28.29,30.3,132000
JASA,09/05/2002,30.3,30.94,30.07,30.65,245100
JASA,09/06/2002,30.9,32.37,30.78,32.1,257000
JASA,09/09/2002,32,32.43,31.7,32.05,266700
JASA,09/10/2002,32.06,32.6,32.06,32.55,140400
JASA,09/11/2002,32.8,33.59,32.65,33.4,208000
JASA,09/12/2002,33.39,33.98,33.15,33.75,177600
JASA,09/13/2002,33.35,33.4,32.58,33.1,172400
JASA,09/16/2002,33.1,33.1,31.29,31.5,294300
JASA,09/17/2002,31.75,32,30.81,30.81,171500
JASA,09/18/2002,30,30.1,28.9,29.8,281200
JASA,09/19/2002,29.6,30.64,29.5,30.06,137300
JASA,09/20/2002,29,29.93,29,29.09,151600
JASA,09/23/2002,28.75,28.76,27.2,27.48,199100
JASA,09/24/2002,26.9,27.72,26.63,27.62,177300
JASA,09/25/2002,28.2,29.91,27.95,29.8,229300
JASA,09/26/2002,29.92,31.25,29.86,30.79,251000
JASA,09/27/2002,30.5,30.65,29.95,30.15,103400
JASA,09/30/2002,29.25,29.38,27.6,28.04,254900
JASA,10/01/2002,28.44,29.1,27.92,29.09,204600
JASA,10/02/2002,29.2,29.2,28,28.77,209200
JASA,10/03/2002,29.2,29.2,24.85,25.41,513900
JASA,10/04/2002,25.05,25.3,22.9,25.3,363200
JASA,10/07/2002,25.05,25.3,23.56,25.22,253900
JASA,10/08/2002,25.62,27.48,25.62,27.4,260700
JASA,10/09/2002,27.25,27.41,23.4,23.6,304700
JASA,10/10/2002,23.8,24.9,23.2,24,247200
JASA,10/11/2002,24.25,24.8,23.7,23.82,321800
JASA,10/14/2002,23.7,24.27,23.5,24.26,290200
JASA,10/15/2002,24.7,25.55,24.7,25.2,245500
JASA,10/16/2002,25.05,25.21,23.82,25.1,359600
JASA,10/17/2002,27,27.35,26.4,27.15,252500
JASA,10/18/2002,26.95,27.67,26.4,27.45,102800
JASA,10/21/2002,27.5,27.5,26.5,26.76,96300
JASA,10/22/2002,26.9,26.9,25.7,25.7,86100
JASA,10/23/2002,25.7,25.89,24.33,25.6,186400
JASA,10/24/2002,25.85,26.72,25.85,26.5,131700
JASA,10/25/2002,26.5,26.5,25.45,26.5,111600
JASA,10/28/2002,26.25,26.25,24.64,24.66,112700
JASA,10/29/2002,24.91,24.95,23,23.99,227000
JASA,10/30/2002,24.2,24.2,23,23.35,85900
JASA,10/31/2002,23.1,24.35,23.1,24.35,175200
JASA,11/01/2002,24.6,24.96,24.255,24.88,132700
JASA,11/04/2002,24.63,24.94,24.37,24.6,106200
JASA,11/05/2002,24.35,25.29,24.35,25.29,126600
JASA,11/06/2002,25.5,26.9,25.25,26.55,151300
JASA,11/07/2002,26.56,26.56,23.61,24.23,311100
JASA,11/08/2002,24,24.33,23.2,23.46,147700
JASA,11/11/2002,23,23.01,21.31,21.81,305600
JASA,11/12/2002,21.6,22.63,21.6,22,193400
JASA,11/13/2002,21.65,22.45,21.55,22.38,112100
JASA,11/14/2002,22.63,23.48,22.63,23.4,121500
JASA,11/15/2002,23.15,24.2,23.15,23.77,167800
JASA,11/18/2002,23,24.34,23,23.8,121100
JASA,11/19/2002,24.5,24.99,23.83,24.38,322600
JASA,11/20/2002,24.5,25.1,24.28,24.89,145300
JASA,11/21/2002,25.05,25.5,24,24.22,128300
JASA,11/22/2002,24.25,24.4,23.8,24.1,90100
JASA,11/25/2002,24.1,24.1,23.2,23.95,230100
JASA,11/26/2002,24.05,24.21,23.4,23.83,162400
JASA,11/27/2002,24.3,24.98,24.11,24.49,217200
JASA,11/29/2002,24.59,24.8,24.27,24.37,71200
JASA,12/02/2002,24.62,26.65,24.55,26.19,206900
JASA,12/03/2002,26.4,26.75,25.42,25.8,149800
JASA,12/04/2002,25.65,26.45,25.37,26.2,137000
JASA,12/05/2002,26.4,26.48,25.84,26.4,109600
JASA,12/06/2002,26.15,26.16,25.35,25.68,133200
JASA,12/09/2002,25.6,25.65,25.26,25.27,80200
JASA,12/10/2002,25.28,25.4201,24.9,25.2,128000
JASA,12/11/2002,25.3,25.9,24.82,25.7,146400
JASA,12/12/2002,25.95,26.47,25.6,25.8,103600
JASA,12/13/2002,25.75,25.75,25.15,25.28,49800
JASA,12/16/2002,25.28,25.28,24.65,24.7,185400
JASA,12/17/2002,24.55,24.7,24,24.18,140900
JASA,12/18/2002,24.19,24.19,22.52,23.09,196500
JASA,12/19/2002,23.1,23.83,22.94,23.77,153500
JASA,12/20/2002,24,25.01,24,24.8,139700
JASA,12/23/2002,24.81,25.46,24.7,25.45,106200
JASA,12/24/2002,25.45,25.9,25.35,25.7,38000
JASA,12/26/2002,25.55,25.6,24.03,24.1,171200
JASA,12/27/2002,24.25,24.25,23.25,23.32,86000
JASA,12/30/2002,23.1,23.39,22.5,23.05,163900
JASA,12/31/2002,23.2,23.6,22.73,22.97,204700
JASA,01/02/2003,22.85,23.54,22.85,23.16,141000
JASA,01/03/2003,23.05,23.37,22.9,22.92,233900
JASA,01/06/2003,22.7,23.13,22.6,22.65,202600
JASA,01/07/2003,22.2,22.95,21.75,22.59,369300
JASA,01/08/2003,22.34,23.66,22.28,23.54,286400
JASA,01/09/2003,25,25.23,24.4,24.5,434200
JASA,01/10/2003,24.65,24.72,23.96,24.55,169000
JASA,01/13/2003,24.75,25.18,24.39,24.98,206400
JASA,01/14/2003,24.75,25.28,24.71,25,148300
JASA,01/15/2003,24.99,25.5,24.54,25.5,155500
JASA,01/16/2003,25.39,26.95,25.14,26.55,288300
JASA,01/17/2003,26.55,27.06,26.24,26.35,234900
JASA,01/21/2003,26.5,27,26.3,26.64,208800
JASA,01/22/2003,26.65,27.25,26.29,26.61,238900
JASA,01/23/2003,26.85,27.5,26.65,26.85,137200
JASA,01/24/2003,26.75,26.84,26.31,26.48,179000
JASA,01/27/2003,26.6,26.65,26.2,26.3,141800
JASA,01/28/2003,26.25,26.7,26.01,26.3,161500
JASA,01/29/2003,26.15,26.21,25.64,25.85,103700
JASA,01/30/2003,25.75,26.01,25.26,25.69,160500
JASA,01/31/2003,25.69,26.6,25.6,26.18,193900
JASA,02/03/2003,26.25,26.25,25.65,25.67,147300
JASA,02/04/2003,25.67,26.3,25.4,26.12,273600
JASA,02/05/2003,26.12,26.12,25.65,26,182000
JASA,02/06/2003,25.65,25.85,23.5,23.7,554200
JASA,02/07/2003,23.85,24.19,22.5,22.52,424600
JASA,02/10/2003,22.5,23.3,22,22.49,366500
JASA,02/11/2003,22.4,22.95,21.51,22.2,285300
JASA,02/12/2003,22.35,23,22.15,22.46,209400
JASA,02/13/2003,22.55,22.6,21.96,22.19,98500
JASA,02/14/2003,22.1,23,22.1,22.78,229500
JASA,02/18/2003,22.95,23.15,22.8,22.95,89900
JASA,02/19/2003,22.87,22.87,21.9,22.35,166400
JASA,02/20/2003,22.3,22.47,21.7,21.76,134900
JASA,02/21/2003,21.55,21.7,21,21.4,171800
JASA,02/24/2003,20.7,21.21,20.66,21.06,173200
JASA,02/25/2003,21.1,21.25,20.3,21.09,258600
JASA,02/26/2003,21.1,21.1,20,20.12,520100
JASA,02/27/2003,19.9,20.15,19.6,20,288600
JASA,02/28/2003,19.9,20.45,19.9,20.11,101000
JASA,03/03/2003,19.95,20.5,19.9,20.2,185100
JASA,03/04/2003,20.1,20.33,19.42,19.6,225100
JASA,03/05/2003,19.4,19.4,16.99,17.81,777500
JASA,03/06/2003,18,20.03,17.9,19.89,594300
JASA,03/07/2003,19.5,20.69,19.25,19.67,349500
JASA,03/10/2003,19.52,20.38,19.52,20.28,324000
JASA,03/11/2003,20.28,20.28,17.31,17.4,881400
JASA,03/12/2003,16.75,17.37,16.75,16.9,340700
JASA,03/13/2003,17.51,18.23,17.47,18.1,357400
JASA,03/14/2003,18.35,18.35,17.71,17.8,190400
JASA,03/17/2003,17.9,18.94,17.75,18.87,186700
JASA,03/18/2003,19,19.24,18.6,19.19,263100
JASA,03/19/2003,19.24,19.3,19.06,19.25,183900
JASA,03/20/2003,19.25,19.5,18.95,19.39,156500
JASA,03/21/2003,19.3,20.15,19.3,20.05,137600
JASA,03/24/2003,20,20,19,19.28,234200
JASA,03/25/2003,19.4,20.04,19.31,19.82,106000
JASA,03/26/2003,20.05,20.45,19.9,19.99,137300
JASA,03/27/2003,19.9,19.9,19.49,19.76,89900
JASA,03/28/2003,19.76,19.76,19.25,19.3,152200
JASA,03/31/2003,19.27,20.2,19.26,20,243300
JASA,04/01/2003,20,20.25,19.8,20.12,221800
JASA,04/02/2003,20.2,20.75,20.15,20.65,117500
JASA,04/03/2003,20.75,20.9,20.38,20.54,259800
JASA,04/04/2003,20.65,20.7,19.71,20,137600
JASA,04/07/2003,20.4,21.59,20.4,21.5,281800
JASA,04/08/2003,21.52,21.55,21.26,21.38,88100
JASA,04/09/2003,21.5,21.61,21,21.01,51100
JASA,04/10/2003,21.01,22.4,21.01,22.25,258300
JASA,04/11/2003,22.75,22.75,22.04,22.05,61800
JASA,04/14/2003,22.1,22.79,22,22.73,129800
JASA,04/15/2003,22.73,23.65,22.53,23.5,177500
JASA,04/16/2003,23.6,23.9,23.42,23.76,97000
JASA,04/17/2003,23.76,24.49,23.76,24.29,102900
JASA,04/21/2003,24.25,25.44,24.23,25.1,242900
JASA,04/22/2003,25.03,25.09,24.73,24.9,168900
JASA,04/23/2003,24.98,24.98,24.01,24.15,125300
JASA,04/24/2003,24.15,24.16,23.35,23.5,131500
JASA,04/25/2003,23.51,23.87,23.3,23.62,106700
JASA,04/28/2003,23.6,24.85,23.6,24.75,79500
JASA,04/29/2003,24.75,25.4,24.62,25.1,93900
JASA,04/30/2003,25,26.26,24.9,26,166500
JASA,05/01/2003,26,26,25.5,25.51,247500
JASA,05/02/2003,25.3,26.19,25.3,26.19,88200
JASA,05/05/2003,26.05,26.4,25.9,26.2,66500
JASA,05/06/2003,26.21,26.49,26.21,26.41,66500
JASA,05/07/2003,26.41,26.7,26.05,26.06,160300
JASA,05/08/2003,24.2,24.5,23.26,23.43,435600
JASA,05/09/2003,23.43,24.48,23,23.95,236100
JASA,05/12/2003,23.96,24,23.5,23.71,69400
JASA,05/13/2003,23.71,24.2,23.48,24.15,102200
JASA,05/14/2003,23.7,23.84,23.5,23.66,148700
JASA,05/15/2003,23.66,23.7,22.45,22.79,185500
JASA,05/16/2003,22.79,22.79,21.8,21.8,149100
JASA,05/19/2003,22,22,21.12,21.45,121200
JASA,05/20/2003,21.45,21.46,19.57,19.98,768900
JASA,05/21/2003,20.08,20.14,19.61,20,292400
JASA,05/22/2003,20,20.4,19.95,20.27,208800
JASA,05/23/2003,20.23,20.64,20.16,20.49,242100
JASA,05/27/2003,20.49,21.58,20.49,21.38,200400
JASA,05/28/2003,21.18,21.85,20.96,21.16,188600
JASA,05/29/2003,21.23,21.5,21.05,21.5,112600
JASA,05/30/2003,21.5,22.9,21.41,22.72,295100
JASA,06/02/2003,22.95,23.25,22.55,22.85,222200
JASA,06/03/2003,22.65,22.94,22.1,22.19,134600
JASA,06/04/2003,22.25,22.25,21.97,22.19,110700
JASA,06/05/2003,22.19,23.43,21.77,23.35,176300
JASA,06/06/2003,23.43,23.71,23.1,23.14,125700
JASA,06/09/2003,23,23.56,22.99,23.51,211700
JASA,06/10/2003,23.51,23.8,23.3,23.65,227700
JASA,06/11/2003,23.7,24.1,23.51,23.61,100900
JASA,06/12/2003,23.75,24,23.67,23.91,35900
JASA,06/13/2003,23.91,24.1,23.62,23.8,134600
JASA,06/16/2003,23.95,24.45,23.95,24.28,80900
JASA,06/17/2003,24.4,24.4,23.73,24.05,162200
JASA,06/18/2003,24.05,24.25,23.93,24.25,60400
JASA,06/19/2003,24.25,25,24.23,24.4,233600
JASA,06/20/2003,24.49,24.65,24.41,24.57,120900
JASA,06/23/2003,24.6,24.65,24.05,24.25,235000
JASA,06/24/2003,24.2,24.55,24.2,24.27,69100
JASA,06/25/2003,24.27,24.71,24.2,24.55,141200
JASA,06/26/2003,24.55,25.65,24.5,25.51,180900
JASA,06/27/2003,25.45,25.93,25.25,25.51,230200
JASA,06/30/2003,25.65,26.1,25.3,25.3,358800
JASA,07/01/2003,25.4,25.9,24.8,25.9,170200
JASA,07/02/2003,25.9,26.06,25.45,25.85,112800
JASA,07/03/2003,25.85,25.85,25.5,25.59,58900
JASA,07/07/2003,25.83,26.85,25.83,26.85,148300
JASA,07/08/2003,26.92,28.7,26.6,28.42,179200
JASA,07/09/2003,28.28,28.4,27.34,27.35,242000
JASA,07/10/2003,26.9,26.95,25.6,26.02,179500
JASA,07/11/2003,26.2,27.15,26.2,26.95,62300
JASA,07/14/2003,27.2,27.3,25.74,26.19,202300
JASA,07/15/2003,26.3,26.5,26.1,26.35,166200
JASA,07/16/2003,26.25,26.28,25.2,25.44,89600
JASA,07/17/2003,25.3,25.35,24.59,24.78,99500
JASA,07/18/2003,24.9,25.72,24.7,25.55,83600
JASA,07/21/2003,25.3,25.67,24.77,25,140700
JASA,07/22/2003,24.75,25.08,24.44,24.6,133600
JASA,07/23/2003,24.6,25.05,24.35,24.9,60800
JASA,07/24/2003,25.01,25.05,24.51,24.85,110400
JASA,07/25/2003,24.75,24.99,24.36,24.75,149400
JASA,07/28/2003,24.62,25.27,24.62,25.07,110900
JASA,07/29/2003,25.3,26.8,25.23,26.76,113700
JASA,07/30/2003,26.77,26.9,26.55,26.81,89000
JASA,07/31/2003,26.81,27.95,26.75,27.05,110700
JASA,08/01/2003,27.15,27.19,26.56,26.71,37800
JASA,08/04/2003,26.6,26.67,26.15,26.25,73700
JASA,08/05/2003,26.25,26.6,25.9,26.6,117400
JASA,08/06/2003,27.1,27.99,26.3,26.4,225600
JASA,08/07/2003,26.55,26.55,25.4,25.78,97700
JASA,08/08/2003,25.75,26.61,25.55,26.43,46900
JASA,08/11/2003,26.43,27.15,26.43,26.7,85500
JASA,08/12/2003,26.7,28.23,26.7,28.2,120400
JASA,08/13/2003,28.05,28.05,27.3,27.55,43900
JASA,08/14/2003,27.45,27.64,27.11,27.45,45300
JASA,08/15/2003,27.6,27.98,27.5,27.5,17700
JASA,08/18/2003,27.75,29.22,27.72,29.11,125000
JASA,08/19/2003,28.95,29.1,28.55,28.95,194100
JASA,08/20/2003,28.96,29.21,28.85,29,67000
JASA,08/21/2003,29.01,29.21,28.51,28.92,81200
JASA,08/22/2003,29.01,29.2,28.26,28.65,63400
JASA,08/25/2003,28.65,28.98,28.65,28.91,43300
JASA,08/26/2003,28.81,29.08,28.35,28.98,54600
JASA,08/27/2003,29.13,30.12,29.12,29.98,193300
JASA,08/28/2003,30.6,30.9,30.11,30.35,218100
JASA,08/29/2003,30.35,30.36,30.15,30.2,32100
JASA,09/02/2003,30.2,30.39,29.93,30.08,44000
JASA,09/03/2003,30,31.3,30,31.2,93200
JASA,09/04/2003,31.2,31.45,30.6,30.8,58400
JASA,09/05/2003,30.8,30.93,30.25,30.4,39400
JASA,09/08/2003,30.3,30.3,28.62,29.07,141400
JASA,09/09/2003,29.15,29.42,28.85,29,55000
JASA,09/10/2003,29,29.06,28.6,28.9,102300
JASA,09/11/2003,28.85,29.19,28.75,29.14,79200
JASA,09/12/2003,29.04,29.24,28.93,29.14,118500
JASA,09/15/2003,29.09,29.27,28.81,28.85,113800
JASA,09/16/2003,28.95,29.1,28.6,29.05,64100
JASA,09/17/2003,28.9,28.95,28.53,28.9,28000
JASA,09/18/2003,28.89,29,28.75,28.83,21000
JASA,09/19/2003,28.7,29.3,28.7,28.95,75200
JASA,09/22/2003,28.8,28.81,28.3,28.5,78700
JASA,09/23/2003,28.25,28.95,28.25,28.75,20100
JASA,09/24/2003,28.75,28.94,28.7,28.72,52400
JASA,09/25/2003,28.7,29.57,28.7,28.72,102900
JASA,09/26/2003,28.72,28.76,27.9,27.9,66200
JASA,09/29/2003,28,28,27.3,27.72,41200
JASA,09/30/2003,27.72,28.18,27.51,27.9,158600
JASA,10/01/2003,27.9,28.5,27.9,28.4,56200
JASA,10/02/2003,28.3,28.46,27.96,28.35,49800
JASA,10/03/2003,28.45,29.27,28.45,29.21,76800
JASA,10/06/2003,29.02,29.5,29.02,29.45,47200
JASA,10/07/2003,29.4,30.86,29.4,30.02,331000
JASA,10/08/2003,30,30.4,29.82,29.86,109600
JASA,10/09/2003,30,30.24,29.25,29.6,258500
JASA,10/10/2003,29.4,29.5,29,29.19,183300
JASA,10/13/2003,29.15,29.75,29.15,29.52,153500
JASA,10/14/2003,29.5,29.87,29.46,29.85,70700
JASA,10/15/2003,30,30,29.25,29.9,80600
JASA,10/16/2003,29.75,29.75,29.27,29.66,64000
JASA,10/17/2003,29.8,29.8,28.8,28.83,97000
JASA,10/20/2003,29.08,29.15,28.46,28.86,120100
JASA,10/21/2003,29,30.11,29,29.94,143500
JASA,10/22/2003,29.8,30.08,29.6,29.93,161600
JASA,10/23/2003,29.85,30.1,29.7,29.96,82900
JASA,10/24/2003,29.88,29.88,29.57,29.7,46200
JASA,10/27/2003,29.65,30.25,29.65,30.23,35400
JASA,10/28/2003,30.1,32.01,30.07,31.48,107100
JASA,10/29/2003,31.23,31.35,30.35,30.85,87900
JASA,10/30/2003,31.05,31.07,30.55,30.55,35400
JASA,10/31/2003,30.4,30.6,30,30.01,69500
JASA,11/03/2003,30.01,30.6,30.01,30.45,49000
JASA,11/04/2003,30.44,31.14,30.35,30.75,93500
